"Pacific Coast Surgical Center","healthcare","157125","90505","2820","177513","6","3720 Lomita Blvd","Suite 100",""
"RSA Surgery Center","healthcare","134008","92663","2820","177514","10","500 Superior Avenue suite 130","",""
"Pristine Home Health","healthcare","109886","91504","2820","177515","10","1419 N. San Fernando Blvd.","Suite 100",""
"Olympia Convalescent Hospital","healthcare","139388","90006","2820","177516","80","1100 S Alvarado St","","Golden State Health Care"
"D&B HEALTH CARE PROFESSIONALS BURBANK","healthcare","166267","90701","2820","177517","10","12140 ARTESIA BLVD","",""
"Oakmont High School","schools","177518","95661-6410","2820","177518","12","1751 E Roseville Pkwy Apt 1513","","Roseville Joint Union High School District"
"Coast Surgery Center","healthcare","115624","90505","2820","177519","8","3445 Pacific Coast Highway Suite 110","","USPI"
"St Luke's Hospice","healthcare","177520","94534","2820","177520","7","2480 Hilborn road","suite 260","Moniker Hospice, Mission Healthcare Company"
"","individuals","162341","92649","2820","177521","2","","",""
"Metro","local","84972","91311","2820","177522","27","9201 Canoga Ave","","Metro"
"ACT Home Health","healthcare","142102","92840","2820","177523","60","12431 Lewis Street","Suite 101","ACT Home Health"
"Northern Valley Catholic Social Service","nonprofits","141892","95973","2820","177524","57","10 Indendence Circle","","Northern Valley Catholic Social Service"
"Gallade Chemical Incorporated","businesses","27494","92707","2820","177525","48","1231 East Saint Gertrude Place","",""
"Affinity Home Health Care Services, Inc","healthcare","163943","92506","2820","177526","25","6960 MAGNOLIA AVE","STE 201",""
"Gerinet Healthcare dba Remita Health","healthcare","134918","91203","2820","177527","35","700 N. Central Ave","Ste 550","Bristol Hospice"
"","individuals","151578","92415","2820","177528","5","","",""
"","individuals","136957","94587","2820","177529","1","","",""
"Family Hospice Care","healthcare","120161","92262","2820","177530","100","255 N. El Cielo Road","Suite C-300","Desert Oasis Healthcare"
"California Home Health","healthcare","148470","93710","2820","177531","15","6081 N 1st St","STE 104",""
"","individuals","75887","95003","2820","177532","2","","",""
"ocVibe Sports and Entertainments","businesses","177533","92806","2820","177533","200","","","OC Vibe Sports and Entertainment"
"Vacaville Convalescent and Rehabilitation Center","seniors","133249","95687","2820","177534","160","585 Nut Tree Ct.","",""
"Port of Stockton","local","131454","95203","2820","177535","31","2201 W Washington St Ste 1","",""
"Palm Springs Art Museum","museums","132136","92262","2820","177536","100","101 N. Museum Dr.","","Palm Springs Art Museum"
"DHX/DGX","businesses","26090","90221","2820","177537","89","19201 Susana Road","","DHX"
"Orange Partners Surgicenter/Beverly Hills Wellness Surgicenter","healthcare","104674","92867","2820","177538","6","438 E. Katella ave suite D","",""
"Disabled Resources Center, Inc.","disability","6944","90806","2820","177539","15","2750 East Spring Street, Suite 100","",""
"Mother's Nest Day Care","childcare","127188","92392","2820","177540","10","14392 Estero Road","",""
"","individuals","127742","95835","2820","177541","2","","",""
"VITAS Healthcare","healthcare","123692","92508","2820","177542","30","7888 Mission Grove Parkway South","Ste 200","VITAS Healthcare"
"Tuggy's Tots Pre K Adventures/Mendiola Homeschool","childcare","112619","93274","2820","177543","13","","",""
"","individuals","46367","95677","2820","177544","3","","",""
"Hillview Convalescent Hospital","healthcare","134073","95037","2820","177545","34","530 W Dunne","",""
"West Valley Home Health Care, Inc.","healthcare","116002","91316","2820","177546","10","","",""
"Maria Montessori Charter Academy","schools","30089","95765","2820","177547","350","1850 Wildcat Blvd","",""
"","individuals","22069","94612","2820","177548","2","","",""
"","individuals","165470","91352","2820","177549","2","","",""
"Apex Home Health and Hospice","healthcare","156048","92701","2820","177550","35","520  N. Main St. Suite 200","","Apex Home Health and Hospice"
"","individuals","76637","92415","2820","177551","","","",""
"","individuals","126126","95363","2820","177552","5","","",""
"DaVita Ashtree Dialysis","healthcare","134344","93727","2820","177553","40","2666 N. Grove Industrial Dr.","","DaVita Healthcare"
"","individuals","161231","95843","2820","177554","1","","",""
"Azteca Milling","businesses","98588","93638","2820","177555","98","23865 Ave 18","","Gruma"
"Children's Dental Surgery Cent","healthcare","155186","92704","2820","177556","10","1610 W Edinger Ave Ste # C","",""
"","individuals","135180","93702","2820","177557","","","",""
"Dialysis Clinic Inc - Oroville","nonprofits","137919","95966","2820","177558","26","3012 Olive Highway","","DaVita Healthcare"
"","individuals","165380","93551","2820","177559","4","","",""
"Herman Health Care Center","seniors","116098","95125","2820","177560","35","2295 Plummer Avenue","",""
"T&R Lumber Company","businesses","52963","91709","2820","177561","100","","",""
"","individuals","42298","90222","2820","177562","4","","",""
"California Health and Human Services Agency","state","177563","95814","2820","177563","10","744 P Street","MS 9-3-73","California Health and Human Services"
"","individuals","177564","92407","2820","177564","4","","",""
"","individuals","163727","90405","2820","177565","2","","",""
"African American Network of Kern County","nonprofits","162434","93301","2820","177566","28","2026 17th Street, Ste. 103","","African American Network of Kern County"
"Otay Lakes Surgery Center","healthcare","135756","91914","2820","177567","21","955 Lane Avenue","Suite 100",""
"Linde Northern California","businesses","109975","94565","2820","177568","25","2000 Loveridge Road","","Linde Inc."
"","individuals","126857","93446","2820","177569","2","","",""
"Artesia Home Training","healthcare","122430","90706","2820","177570","30","16506 Lakewood Blvd","Suite 100","DaVita Healthcare"
"Our Lady of the Assumption School","schools","4722","91711","2820","177571","410","611 West Bonita Avenue","","Archdiocese of Los Angeles"
"St. Frances X. Cabrini School","schools","39419","90047","2820","177572","244","1428 W. Imperial Hwy.","",""
"Ann Hospice Inc.","healthcare","138913","91436","2820","177573","19","16530 Ventura Blvd. Suite 204","",""
"Fireflighter.com","neighborhoods","72873","95521","2820","177574","3","824 L Street","",""
"DaVita","healthcare","94001","92571","2820","177575","37","1702 Illinois Ave","","DaVita Inc"
"TRANQUILITY HOSPICE, INC.","healthcare","141948","90670","2820","177576","10","12631 IMPERIAL HIGHWAY, SUITE F-208","",""
"Mercy San Juan Medical Center","healthcare","151702","95608","2820","177577","800","6501 Coyle Ave.","","Common Spirit/Dignity Health"
"The Learning Castle & La Canada Preperatory","schools","56863","91011","2820","177578","535","4490 Cornishon Ave.","",""
"","individuals","136688","93710","2820","177579","2","","",""
"","individuals","48061","92646","2820","177580","2","","",""
"","individuals","163868","91744","2820","177581","2","","",""
"","individuals","141726","95470","2820","177582","1","","",""
"Star Kids Preschool LLC","childcare","164325","92376","2820","177583","95","1302 N Riverside Avenue","",""
"Gilroy Unified School District","schools","27095","95020","2820","177584","11676","7810 Arroyo Circle","","Gilroy Unified School District"
"","individuals","113744","90039","2820","177585","1","","",""
"Claremont Presbyterian Children's Center","childcare","41115","91711","2820","177586","82","1111 N Mountain Ave","",""
"Golden Legacy Care Center","healthcare","132792","91342","2820","177587","200","12260 Foothill Blvd","","San Fernando Subacute Rehabilitation Center"
"","individuals","61143","94566","2820","177588","10","","",""
"Foothill Surgical Institute","healthcare","150141","92630","2820","177589","10","","",""
"","individuals","149752","92544","2820","177590","1","","",""
"Newport Beach Surgery Center","healthcare","115730","92663","2820","177591","20","361 Hospital Rd, Suite 124","","Newport Beach Surgery Center"
"","individuals","123253","95351-4612","2820","177592","2","","",""
"","individuals","76419","90275","2820","177593","2","","",""
"Anaheim Montessori Internationale","childcare","177594","92805","2820","177594","60","876 So Harbor Blvd","","Orange"
"Multi-Skilled Home Care Services, INC","businesses","155571","91789","2820","177595","5","19608 Camino de Rosa","",""
"","individuals","177596","91344","2820","177596","1","","",""
"Weekday Nursery School of Fontana Community Church","childcare","75936","92335","2820","177597","46","8316 Sierra Avenue","",""
"Sunny Home ICF/DD-N","seniors","131754","92804","2820","177598","6","828 S. Rome Place","","Special Needs Access, Inc."
"Riverside Convalescent","seniors","151208","95926","2820","177599","35","375 Cohasset Rd","","Rockport Healthcare"
"Santana Family Child Care","youth","87458","92505","2820","177600","3","4454 Jupiter Dr","",""
"Saint Bonaventure Catholic Church","faithbased","5647","92649","2820","177601","15","16400 Springdale Street","","Diocese of Orange"
"","individuals","13456","91786","2820","177602","","","",""
"Covina Rehabiliaiton Center","healthcare","125641","91723","2820","177603","60","261 W. Badillo","","Longwood management"
"Peraton Deep Space Network (DSN) Monrovia","businesses","1696","91016","2820","177604","120","1400 So. Shamrock Ave.","",""
"In Good Hands Home ICF/DD-H","healthcare","134390","95035","2820","177605","10","380 Bixby Dr","",""
"Santa Clara County Office of Education","schools","11254","95131","2820","177606","1800","2190 Ridder Park Dr.","","Santa Clara County Office of Education"
"Linda Valley Care Center","healthcare","9369","92354","2820","177607","25","25383 Cole St","","Chancellor Health Care"
"","individuals","162784","93105","2820","177608","1","","",""
"First 5 Alameda County","nonprofits","136267","94501","2820","177609","65","1115 Atlantic Ave","",""
"Valley Caps","disability","177610","95336","2820","177610","44","178 S. Austin Rd","","Valley CAPS"
"","individuals","152453","95519","2820","177611","2","","",""
"","individuals","101365","95691","2820","177612","3","","",""
"","individuals","18080","93926","2820","177613","3","","",""
"Divine Home Health, Inc.","healthcare","126458","90650","2820","177614","9","14625 Carmenita Road","SUITE 228",""
"Unified Care Providers, Inc.","healthcare","167405","92618","2820","177615","23","6 Venture","Suite 210",""
"","individuals","113368","95380","2820","177616","1","","",""
"Good Samaritan Rehabilitation and Care","healthcare","133444","95204","2820","177617","40","1630 N. Edison Street Stockton CA","",""
"Court yard by Marriott","lodging","159943","92101","2820","177618","10","530 Broadway","",""
"Mission Hospice of South Bay dba Comfort Care Hospice, Inc.","healthcare","131622","91403","2820","177619","22","5170 Sepulveda Blvd","Suite 290",""
"","individuals","33351","95537-0163","2820","177620","2","","",""
"","individuals","14803","91402","2820","177621","1","","",""
"Department of Children and Family Services","local","119830","91754","2820","177622","170","201 Centre Plaza Drive","","County of Los Angeles"
"","individuals","34502","92082","2820","177623","3","","",""
"ELMWOOD NURSING & REHABILITATION CENTER","healthcare","177624","94705","2820","177624","25","2829 Shattuck Avenue, Berkeley, CA, USA","","HYCARE INC."
"","individuals","131407","92203","2820","177625","3","","",""
"","individuals","110949","92109","2820","177626","4","","",""
"Barker Management","neighborhoods","152687","91343","2820","177627","40","15532 Nordhoff St.","",""
"Corsican Villas Emergency Preparedness Committee","neighborhoods","153374","92260","2820","177628","25","73790 PINON COURT","",""
"Cornerstone of Southern California","healthcare","8990","92705","2820","177629","35","1950 E 17th St","Suite 150","Cornerstone of Southern California"
"West Coast University Los Angeles - North Hollywood Campus","colleges","87910","91606","2820","177630","200","12215 Victory Blvd","North Hollywood","West Coast University"
"Casa recovery","businesses","112837","92675","2820","177631","19","31877 del Obispo St ste 104","",""
"Elder Law & Advocacy","nonprofits","70137","92123","2820","177632","22","5151 Murphy Canyon Road","#100 & 110","Elder Law & Advocacy"
"Kyakameena Care Center","seniors","87648","94704","2820","177633","75","2131 Carleton St","","HyCare Inc."
"Red Bluff Dialysis, DaVita","healthcare","43682","96080","2820","177634","10","2455 Sister Mary Columba Drive","","DaVita Healthcare"
"Temecula Valley Day Surgery","healthcare","30818","92562","2820","177635","20","25495 Medical center Drive Suite #101","",""
"","individuals","137009","95409","2820","177636","2","","",""
"Military Museum Command","state","73422","95828-0901","2820","177637","5","8410 Okinawa Street, Ste. 3","","California State Guard"
"Oak Park Surgery Center","healthcare","115296","93420","2820","177638","15","860 Oak Park Blvd","Suite 102","Oak Park Surgery Center"
"FMC Buena Creek","healthcare","62288","92081","2820","177639","50","950 Hacienda Drive","",""
"","individuals","146073","92311","2820","177640","5","","",""
"","individuals","176120","94536-4905","2820","177641","3","","",""
"Western Palliative Care Inc","healthcare","144755","91367","2820","177642","12","21860 Burbank Blvd Suite 180 B","",""
"New Start Home Care Inc","healthcare","177643","91307","2820","177643","1","21255 Burbank Blvd. Suite 120","",""
"","individuals","61888","93454","2820","177644","2","","",""
"","individuals","136978","95401","2820","177645","1","","",""
"Ready Play and Learn Childcare","childcare","88249","92688","2820","177646","5","","","Family Childcare"
"Liberty Ambulance","healthcare","100814","90242","2820","177647","150","9441 Washburn Road","",""
"DaVita Glendale Heights","healthcare","143181","91201","2820","177648","86","6850 San Fernando Rd","","DaVita Healthcare"
"","individuals","87208","96150","2820","177649","10","","",""
"American Empire Home Health Care Services, Inc.","healthcare","151379","91791","2820","177650","5","2934 E Garvey Ave S, Ste 214","",""
"Hadley Villas a HumanGood Community","local","151998","92253","2820","177651","25","78875  Avenue 47","",""
"City of Corona Fire Department","local","124863","92880","2820","177652","1300","735 Public Safety Way","","City of Corona"
"Bravo Program","disability","122172","96003","2820","177653","24","9560 Crossroads Dr.","",""
"City of San Leandro","local","29189","94577","2820","177654","150","835 E. 14th St","",""
"Design Institute of San Diego","colleges","45169","92121","2820","177655","155","8555 Commerce Avenue","",""
"DaVita","healthcare","63062","95129","2820","177656","5","4400 stevens Creek Blvd. Ste. 50","","DaVita Healthcare"
"Verano Preschool","childcare","104968","92697","2820","177657","21","3300 South Verano Road","",""
"MSO 3","childcare","149533","92058","2820","177658","49","","",""
"Bethany Home Health Care","healthcare","152481","91101","2820","177659","8","709 E Colorado  Suite 210","",""
"Reproductive Medical Partners Group (RPMG)","healthcare","177660","90048","2820","177660","30","6330 San Vicente blvd","408",""
"Emergency Medical Services Authority","state","173576","95828","2820","177661","50","8670 Younger Creek Dr.","#100, 200 300","California Emergency Medical Services Authority"
"Children's Dental Surgery Center","healthcare","155186","92704","2820","177662","10","1610 W Edinger Ave Ste # C","","Lee and Hong Dental Corporation"
"","individuals","176712","90004","2820","177663","1","","",""
"","individuals","177664","92870","2820","177664","2","","",""
"Davita Silicon Valley Home Training","healthcare","94722","95131","2820","177665","5","725 Ridder Park Dr. Ste. 50","","DaVita Healthcare"
"DaVita Kidney Care","healthcare","63062","95122","2820","177666","5","1290 Tully Rd. Ste. 60","","DaVita Healthcare"
"NewSchool of Architecture + Design","colleges","115923","92101","2820","177667","230","1249 F Street","",""
"Kathryne Manor Intermediate Care Facility/DDH","healthcare","139514","94015","2820","177668","12","723 Maddux Drive","","California Department of Public Health (CDPH)"
"DaVita Silicon Valley Dialysis","healthcare","144622","95131","2820","177669","12","725 Ridder Park Drive","Suite 10","DaVita Kidney Care"
"Flintcrest House II","seniors","165238","95148","2820","177670","5","3094 Stevens Lane","",""
"St. John's Lutheran Preschool","childcare","124860","92019","2820","177671","15","1430 Melody Lane","","St. John's Lutheran Preschool and Church"
"Sillect Surgery Group, LLC","healthcare","157140","93308","2820","177672","6","2901 Sillect Ave Suite 203","","Sillect Surgery Group, LLC"
"NORRIS HOSPICE INC","healthcare","177673","91730","2820","177673","10","9007 ARROW RTE SUITE 240","",""
"NICOS Chinese Health Coalition","nonprofits","27833","94108","2820","177674","11","1208 Mason Street","",""
"Alpha Care Hospice Inc","healthcare","142356","91710","2820","177675","10","12598 Central Ave. Ste 215","","MP Medical Services, Inc."
"Gold Med Surgery Center/Hope Surgery Center","healthcare","167394","91436","2820","177676","5","16311 ventura blvd suite 1010","","Gold Med Surgery Center"
"","individuals","133222","93551","2820","177677","","","",""
"","individuals","177678","95932","2820","177678","4","","",""
"Washoe Tribe of Nevada and California -Native TANF Program","tribes","137509","89410","2820","177679","30","1246 Waterloo Lane","","Washoe Tribe of Nevada and California"
"Pacific Endo Surgical Center","healthcare","43084","90505","2820","177680","16","3445 Pacific Coast Highway Ste. 120","","USPI"
"","individuals","167358","91307","2820","177681","3","","",""
"Perris High School","schools","7359","92571","2820","177682","1100","175 East Nuevo Road","","Perris Union High School District"
"KAROECHO","radiogroups","153616","94530","2820","177683","37","P.O. Box 2025","",""
"County of Ventura","local","177684","93009-1700","2820","177684","200","800 S. Victoria Ave","#1700","County of Ventura"
"Fresenius Kidney Care","healthcare","118441","92337","2820","177686","65","10557 Juniper Ave Ste B","","Fresenius Medical Care"
"AbilityFirst","nonprofits","5223","90008","2820","177687","3","3756 Santa Rosalia Drive Suite# 601","","AbilityFirst"
"","individuals","118474","92688","2820","177688","2","","",""
"Airport Endoscopy Center","healthcare","129456","90045","2820","177689","15","8110 Airport Blvd","",""
"","individuals","177690","91101","2820","177690","1","","",""
"Delta Home Health","healthcare","157358","92131","2820","177691","6","9948 Hibert St","Ste 105","Delta Home health Inc"
"Placentia Surgery Center","healthcare","135608","92870","2820","177692","6","1041 E Yorba Linda Blvd","Suite 200A","Placentia Surgery Center"
"Emergency Network Los Angeles","nonprofits","177693","90040","2820","177693","60","5211 E Washington Blvd","Ste #2-294","Emergency Network Los Angeles"
"Desert Air Ambulance, Inc.","businesses","137418","92225","2820","177694","6","121 E. Hobsonway","",""
"Select Physical Therapy Manhattan Beach","healthcare","140302","90254","2820","177695","15","1500 Rosecrans Suite 550","","Select Medical"
"Fresenius Kidney Care Los Gatos","healthcare","81973","95032","2820","177696","10","14651 S BAscom Ave","suite 100","Fresenius Medical Care"
"Fresenius Kidney Care San Jose","healthcare","133714","95119","2820","177697","11","6850 Santa Teresa Blvd","","Fresenius Medical Care"
"True Life Center","healthcare","177698","92121","2820","177698","14","","",""
"","individuals","177699","91316","2820","177699","2","","",""
"","individuals","177700","93458","2820","177700","3","","",""
"Beverly Hills Sunset Surgery Center","healthcare","134759","90069","2820","177701","7","9201 SUNSET #405","","Beverly Hills Sunset Surgery Center"
"DaVita Airport Sunrise","healthcare","177702","90304","2820","177702","25","11300 Hawthorne Blvd","","DaVita Healthcare"
"Greenfield Care of Southgate","healthcare","139717","90280","2820","177703","75","8455 STATE ST.","","Eva Care Group"
"Meridian Home Health","healthcare","177704","94560","2820","177704","15","3900 Newpark Mall Rd.","Suite 209.","Meridian Home Health"
"Meridian Hospice","healthcare","177705","94560","2820","177705","5","46560 Fremont Blvd.","Suite 115","Meridian Hospice"
"Inland Home Health Providers Inc.","healthcare","177706","91730","2820","177706","8","9221 Archibald Ave","",""
"DaVita Healthcare","healthcare","133648","94118","2820","177707","15","2700 Geary Blvd.","Ste. A","DaVita Healthcare"
"SOS Survival Products","businesses","1725","91406","2820","177708","10","15705 Strathern St # 11","","Safety equipment supplier"
"","individuals","108308","91942","2820","177709","1","","",""
"Ideal Home Care, Inc.","healthcare","162883","91750","2820","177710","16","2117 FOOTHILL BLVD. STE. J","",""
"","individuals","61060","94030","2820","177711","10","","",""
"","individuals","177712","91042","2820","177712","4","","",""
"Cruz Hospice Care Inc","healthcare","177713","91764","2820","177713","2","3400 Inland Empire Blvd.","","Cruz Hospice Care Inc"
"Amare Hospice","healthcare","177714","90501","2820","177714","2","21151 South Western Ave","Suite 162",""
"University of California, Berkeley","colleges","177715","94517","2820","177715","2000","5590 Michigan Blvd.","","University of California, Berkeley"
"Arctic Glacier","businesses","136224","92201","2820","177716","25","","",""
"Sacred Passion Hospice Care, Inc.","healthcare","177717","91730","2820","177717","8","9007 Arrow Route","",""
"Tri-Elizabeth Homes","healthcare","155062","92801","2820","177718","20","207 N Bel Air St","","ECP Homes Inc"
"DaVita Sanger Sequoia Dialysis","healthcare","28295","93657","2820","177720","13","","","DaVita Healthcare"
"Berkeley Food & Housing Project","nonprofits","177722","94553","2820","177722","6","1350 ARNALD DR","105","Berkeley Food & Housing Project"
"","individuals","177723","90277","2820","177723","2","","",""
"GOLDEN AGE HOSPICE INC","healthcare","177724","91040","2820","177724","3","8315 Foothill Blvd suit B","","GOLDEN AGE HOSPICE INC"
"Cal OES Inland Region","state","153290","95811","2820","177725","16","630 Sequoia Pacific Blvd","","Cal OES"
"Barry Callebaut","businesses","177726","94503","2820","177726","60","1175 Commerce Blvd","","Barry Callebaut"
"Saving Life Home Health Inc","healthcare","177727","92505","2820","177727","2","10590 Magnolia Ave. Ste. F-1","Ste F3",""
"Thomas Page Academy","schools","177728","94931","2820","177728","465","1075 Madrone Avenue","","Cotati-Rohnert Park Unified School District"
"Opportunities For Learning","schools","177729","93065","2820","177729","22","2528 Cochran St #H","","Opportunities For Learning Charter School"
"","individuals","177730","90280","2820","177730","3","","",""
"White Rose Hospice Inc","businesses","177731","91436","2820","177731","6","16200 Ventura Blvd","#202",""
"Monte Vista Healthcare Center","healthcare","133234","91010","2820","177732","80","802 Buena vista St","","Monte Vista Healthcare Center"
"Town & Country Manor","healthcare","51845","92706","2820","177733","280","555 E Memory Lane","",""
"Santa Rosa Ambulatory Surgical Center","healthcare","168021","95404","2820","177736","6","76 BROOKWOOD AVE","","SRSI"
"Adventist Health Vallejo","healthcare","165244","94590","2820","177737","100","525 Oregon Street","","Saint Helena Hospital"
"","individuals","177738","94948","2820","177738","1","","",""
"","individuals","177739","95521","2820","177739","1","1 Harpst St","",""
"Santa Clarita Surgery Center For Advanced Pain Management","healthcare","177740","91355","2820","177740","7","23861 Mcbean Pkwy","Suite A-1","Santa Clarita Surgery Center"
"Perris High School","schools","7359","92570","2820","177741","600","120 Perou St","apt 7","Perris Union High School District"
"The Lakes Home Health Services, Inc.","businesses","177742","93561","2820","177742","2","20601 CA Hwy 202","Suite B107",""
"Mid-Wilshire Health Care Center","healthcare","177743","900557","2820","177743","80","676 S. Bonnie Brae St.","",""
"Meryemana","healthcare","177744","92691","2820","177744","10","26491 Aracena","Orange",""
"","individuals","177745","68885","2820","177745","4","","",""
"AccentCare Home Health","healthcare","177746","91345","2820","177746","4","15455 San Fernando Mission Blvd","Suite C400",""
"","individuals","177747","95322","2820","177747","6","","",""
"Kindred Hospice, Inc.","healthcare","177748","91331","2820","177748","10","12297 Osborne St.","",""
"American Hospice Care, Inc.","healthcare","150585","93304","2820","177749","6","930 OAK STREET, SUITE B","","American Health Associates, Inc."
"Susan Manor","healthcare","135200","94066","2820","177750","6","3271 Susan Drive","",""
"Groveway Manor","healthcare","135203","94541","2820","177751","6","927 Grove Way","",""
"Pasadena Humane","nonprofits","177752","91105-2607","2820","177752","60","361 S Raymond Ave","","Pasadena Humane"
"Morongo Basin Amateur Radio Emergency Service","radiogroups","8212","92277","2820","177753","11","","","American Radio Relay League"
"Pasadena Humane","animalservices","177754","91105-2607","2820","177754","60","361 S Raymond Ave","","Pasadena Humane"
"","individuals","148492","92211","2820","177755","1","","",""
"Folsom Educational Academy","schools","177756","95630","2820","177756","144","381 S Lexington Dr.","Suite 100",""
"Yucca Valley Stake","faithbased","110689","92284","2820","177757","535","56885 Onaga Trail","","The Church of Jesus Christ of Latter-day Saints"
"","individuals","113302","95060","2820","177758","1","","",""
"HOMEDICAL, INC","businesses","34353","92704","2820","177759","20","","",""
"Indian Health Center of Santa Clara Valley","healthcare","177760","95356","2820","177760","1","1685 westwood dr #4","",""
"Orange County Classical Academy","schools","177761","92869","2820","177761","465","4100 E Walnut Ave","",""
"Wikiup Veterinary Hospital","businesses","177762","95403","2820","177762","17","130 Wikiup Drive","","Wikiup Veterinary Hospital"
"Fountain Hospice","healthcare","177763","91754","2820","177763","12","2063 S Atlantic Blvd","2H","Fountain Hospice"
"Gladstone Care and Rehabilitation Center","healthcare","177764","91740","2820","177764","140","435 E Gladstone St","","Jaewood Healthcare, LLC"
"Verona Hospice, Inc.","other","160583","91402","2820","177765","8","9608 Van Nuys Blvd, Ste 204A","",""
"Loyal Hospice Care, Inc","healthcare","177766","91402","2820","177766","8","9608 Van Nuys blvd","207B","Loyal Hospice, Inc"
"Seona Hospice Care, Inc.","healthcare","177767","91324","2820","177767","12","8363 Reseda Blvd Unit 206","",""
"LEARN Academy","schools","167338","93726","2820","177768","31","3355 E. Shields Ave","",""
"","individuals","99478","93535","2820","177769","9","","",""
"","individuals","177770","95630","2820","177770","2","","",""
"Wellspring Hospice","healthcare","142778","91364","2820","177771","7","19730 Ventura Blvd","Suite 25",""
"Rc harmony hospice & palliative care inc.","businesses","177772","92373","2820","177772","3","1706 plum ln suite 129","",""
"","individuals","177773","91910","2820","177773","2","","",""
"Unity Healthcare Hospice, Inc.","healthcare","177774","91361","2820","177774","11","2659 Townsgate Road","Suite 248",""
"","individuals","177775","93063","2820","177775","2","","",""
"","individuals","177776","90255","2820","177776","5","","",""
"","individuals","177777","94621","2820","177777","2","","",""
"K'ima:w Medical Center","tribes","177778","95546","2820","177778","100","535 Airport Rd","","Hoopa Valley Tribe"
"Casa Bonita Convalescent Hospital","healthcare","106256","91773","2820","177779","140","535 E. Bonita Ave","",""
"Country Villa Mar Vista Nursing Center","seniors","177780","90066","2820","177780","65","3966 Marcasel Ave","",""
"Fresenius Kidney Care","healthcare","177781","94518","2820","177781","13","2731 Systron Drive Ste. 100","","FMCNA"
"St. Markoss Hospice, Inc.","businesses","177782","91607","2820","177782","5","5301 Laurel Canyon Blvd. suite 226","","24"
"","individuals","177783","95519","2820","177783","2","","",""
"Lady of Joy Hospice, Inc.","healthcare","167264","91763","2820","177784","10","4959 Palo Verde St. Suite 103A-6","",""
"","individuals","30956","92126","2820","177786","","","",""
"City of San Rafael","local","11062","94901","2820","177787","400","1375 Fifth ave.","","City of San Rafael"
"","individuals","127265","95540","2820","177788","2","","",""
"Colusa Medical Center, LLC","healthcare","177789","95932","2820","177789","10","199 E. WEBSTER ST","",""
"Maxim Healthcare Services","healthcare","155430","90010","2820","177790","20","3580 Wilshire Blvd Suite 1000","",""
"","individuals","177791","92708","2820","177791","6","","",""
"","individuals","23159","90042","2820","177792","15","","",""
"","individuals","177793","94087","2820","177793","2","","",""
"","individuals","177794","91601","2820","177794","1","","",""
"Atwater Davita Dialysis","healthcare","115462","95301","2820","177795","120","1201 Commerce Ave","",""
"Passionate Heart Hospice, Inc.","healthcare","177796","91436","2820","177796","3","15928 Ventura Blvd.","Suite 209",""
"","individuals","177797","94108","2920","177797","2","","",""
"SCN Home Care Services Inc.","healthcare","177798","92804-6417","2920","177798","10","9778 Katella Avenue # 203","","SCN Home Care Services Inc."
"St. Carmen Health Providers","healthcare","177799","91740","2920","177799","15","2060 E. Route 66 # 204","","St. Carmen Health Providers"
"","individuals","177800","93550","2920","177800","6","","",""
"","individuals","177801","91342","2920","177801","4","","",""
"Coachella Valley Adult School","schools","127556","92236","2920","177802","275","1099 Orchard Avenue","","Coachella Valley Unified School District"
"","individuals","156840","90063","2920","177803","2","","",""
"C. Roy Carmichael Elementary School","schools","27022","96122","2920","177804","405","895 West Street","","Plumas Unified School District"
"Aronoff Preschool @ the Merage JCC","childcare","177805","92603","2920","177805","315","1 Federation Way, Ste 200","","Aronoff Preschool @ the Merage JCC"
"","individuals","177806","92021","2920","177806","2","","",""
"Fresenius","healthcare","173525","92555","2920","177807","15","27420 Iris Ave.","","Fresenius Kidney Care"
"Fresenius Medical Care","healthcare","165096","92223","2920","177808","15","1536 E. sixth street","","Fresenius Kidney Care"
"Covina Surgery Center","healthcare","177809","91723","2920","177809","6","246 W. College Street","Suite 200","Covina Surgery Center"
"NorthStar Care","healthcare","129502","92503","2920","177810","30","3751 Merced Dr.","Suite F.","NorthStar Care"
"","individuals","141427","94577","2920","177811","1","","",""
"Legacy Post-Acute Rehabilitation Center","healthcare","163780","92404","2920","177812","90","1335 N. Waterman Ave","","Legacy Post-Acute Rehabilitation Center"
"AltaMed Health Services Corporation","healthcare","130312","90022","2920","177813","85","972 Goodrich Blvd","","AltaMed Health Services"
"Excellence Home Health Provider, Inc.","healthcare","177814","90720","2920","177814","15","4050 Katella Ave. Ste 204","","Excellence Home Health Provider, Inc."
"Oceanview Ambulatory Surgery Center","healthcare","142392","92651","2820","177815","15","31852 Pacific Coast Highway, Suite 401","",""
"Norris Hospice, Inc","healthcare","177673","91730","2920","177817","10","9007 ARROW RTE, SUITE 240","","NORRIS HOSPICE, INC"
"City of Gardena's GTrans","local","127489","90249","2920","177818","30","13999 SOUTHWESTERN BLVD","","City of Gardena's GTrans"
"City of San Rafael","local","11062","94901","2920","177819","400","1375 Fifth ave.","","City of San Rafael"
"Peaceful Heart Hospice","healthcare","177820","92562","2920","177820","15","41870 Kalmia St, Suite 165","","Peaceful Heart Hospice"
"Schools First Federal Credit Union","businesses","5312","92706","2920","177821","700","","","Schools First Federal Credit Union"
